Date,City,BHK_Apartment,Building_Name,Prop_ID,Bedroom_Num,Bathroom_Num,Ownership_Type,Property_Type,Facing,Furnished,Property_Age,Area_SQFT,Price_per_SQFT,Sum of Price_SQFT,Sum of Total_Price
2019-01-26 00:00:00,Mumbai,4 BHK Flat,Shreedham Splendour,M67739504,4,4,Leasehold,Residential Apartment,North-West,Furnished,0-1 Year Old Property,200,,500,100000
2017-05-29 00:00:00,Kolkata,5 BHK Flat,Agaradoot,F66723570,5,4,Leasehold,Residential Land,East,Furnished,10+ Year Old Property,200,,500,100000
2019-06-05 00:00:00,Mumbai,5 BHK Flat,JC Kavi Apartments,Z70439112,5,4,Leasehold,Residential Apartment,South,Furnished,0-1 Year Old Property,200,,500,100000
2018-02-20 00:00:00,Kolkata,5 BHK Flat,New Life,O70812868,5,4,Leasehold,Residential Land,South,Semifurnished,10+ Year Old Property,200,,500,100000
2019-02-13 00:00:00,Mumbai,3 BHK Flat,JC Kavi Apartments,W67704876,3,5,Leasehold,Residential Apartment,South,Furnished,0-1 Year Old Property,200,,500,100000
2017-07-05 00:00:00,Kolkata,4 BHK Flat,Sarada Park,H29047575,4,5,Leasehold,Residential Land,South-West,Semifurnished,1-5 Year Old Property,200,,500,100000
2019-05-15 00:00:00,Mumbai,5 BHK Flat,Lake Bloom Residency,R67358284,5,5,Leasehold,Residential Apartment,North-West,Furnished,0-1 Year Old Property,200,,500,100000
2018-05-09 00:00:00,Kolkata,5 BHK Flat,New Life,D70427100,5,5,Leasehold,Residential Land,North,Semifurnished,5-10 Year Old Property,200,,500,100000
2018-02-13 00:00:00,Mumbai,5 BHK Flat,"Radha hira apartment, Flatno.303",G68177590,5,5,Co-operative Society,Studio Apartment,North,Semifurnished,0-1 Year Old Property,200,,500,100000
2019-08-22 00:00:00,Mumbai,5 BHK Flat,Sher E Punjab CHS,F70049676,5,5,Leasehold,Residential Apartment,West,Furnished,0-1 Year Old Property,200,,500,100000
2019-08-20 00:00:00,Hyderabad,4 BHK Flat,golden county,T64669120,4,2,Freehold,Residential Land,East,Furnished,0-1 Year Old Property,201,,500,100500
2019-09-05 00:00:00,Hyderabad,3 BHK Flat,A1 Suite,A67054126,3,5,Freehold,Residential Land,East,Furnished,0-1 Year Old Property,202,,500,101000
2017-06-29 00:00:00,Mumbai,1 BHK Flat,Marathon Nexworld,I70813212,1,1,Freehold,Studio Apartment,North,Furnished,0-1 Year Old Property,205,,500,102500
2022-01-19 00:00:00,Hyderabad,5 BHK Flat,A1 Suite,N69962076,5,2,Freehold,Independent House/Villa,East,Semifurnished,0-1 Year Old Property,206,,500,103000
2018-01-18 00:00:00,Mumbai,4 BHK Flat,Shubham Residency,O70564118,4,2,Freehold,Studio Apartment,North,Furnished,0-1 Year Old Property,208,,500,104000
2019-05-09 00:00:00,Mumbai,2 BHK Flat,VN Amber Heritage,U69376164,2,1,Freehold,Studio Apartment,North,Furnished,0-1 Year Old Property,212,,500,106000
2022-07-01 00:00:00,Hyderabad,2 BHK Flat,Narapally,Y70152536,2,1,Freehold,Residential Land,North,Furnished,0-1 Year Old Property,220,,500,110000
2018-02-22 00:00:00,Mumbai,2 BHK Flat,Swapna Safalya CHS,L69734644,2,1,Leasehold,Residential Apartment,South-West,Semifurnished,0-1 Year Old Property,220,,500,110000
2019-03-04 00:00:00,Hyderabad,4 BHK Flat,A1 Suite,C70695916,4,2,Freehold,Independent House/Villa,East,Unfurnished,Under Construction,220,,500,110000
2019-01-02 00:00:00,Mumbai,5 BHK Flat,shanti path,W63650334,5,2,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,220,,500,110000
2019-10-02 00:00:00,Hyderabad,3 BHK Flat,A1 Suite,D70205782,3,3,Freehold,Residential Land,East,Furnished,0-1 Year Old Property,220,,500,110000
2022-11-05 00:00:00,Hyderabad,3 BHK Flat,Bhashyam Cristal County,C48540303,3,4,Freehold,Residential Land,North,Furnished,0-1 Year Old Property,220,,500,110000
2019-06-07 00:00:00,Mumbai,4 BHK Flat,Mangal Gopal Chs,O70510258,4,4,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,220,,500,110000
2019-06-27 00:00:00,Mumbai,5 BHK Flat,Royal Palms Ruby Isle,D68956784,5,4,Leasehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,220,,500,110000
2017-09-01 00:00:00,Kolkata,4 BHK Flat,New Life,R70450178,4,5,Leasehold,Residential Land,North,Semifurnished,10+ Year Old Property,220,,500,110000
2021-12-05 00:00:00,Hyderabad,5 BHK Flat,A1 Suite,Z69924260,5,5,Freehold,Residential Land,North-East,Furnished,0-1 Year Old Property,220,,500,110000
2019-01-25 00:00:00,Mumbai,5 BHK Flat,Patli Putra Nagar,Y60758304,5,5,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,220,,500,110000
2019-02-15 00:00:00,Mumbai,3 BHK Flat,On Request,Q69391110,3,5,Co-operative Society,Studio Apartment,West,Unfurnished,0-1 Year Old Property,224,,500,112000
2019-02-27 00:00:00,Mumbai,1 BHK Flat,Shiv Shakti CHS,U70287228,1,1,Freehold,Studio Apartment,North,Semifurnished,0-1 Year Old Property,225,,500,112500
2019-05-22 00:00:00,Mumbai,3 BHK Flat,Apna Ghar CHS,Y70435104,3,3,Co-operative Society,Studio Apartment,North-West,Unfurnished,0-1 Year Old Property,225,,500,112500
2019-07-03 00:00:00,Mumbai,3 BHK Flat,Kailash Industrial Complex,N70764276,3,3,Leasehold,Studio Apartment,West,Furnished,0-1 Year Old Property,225,,500,112500
2019-05-09 00:00:00,Mumbai,3 BHK Flat,Chintamani CHS,M64166948,3,4,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,225,,500,112500
2019-02-28 00:00:00,Mumbai,3 BHK Flat,Nestaway-350966,T70402770,3,4,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,225,,500,112500
2018-05-17 00:00:00,Mumbai,3 BHK Flat,swarajya chs,L70700986,3,4,Freehold,Studio Apartment,North-East,Semifurnished,0-1 Year Old Property,225,,500,112500
2019-08-23 00:00:00,Mumbai,5 BHK Flat,New Sangam CHS,C69267420,5,4,Leasehold,Residential Apartment,South,Semifurnished,0-1 Year Old Property,225,,500,112500
2019-06-13 00:00:00,Mumbai,2 BHK Flat,Hiranandani  Solitaire,N69174146,2,1,Freehold,Studio Apartment,North,Furnished,0-1 Year Old Property,227,,500,113500
2017-09-28 00:00:00,Mumbai,2 BHK Flat,Sumar K P Tower,Z70720674,2,1,Freehold,Studio Apartment,North,Furnished,0-1 Year Old Property,227,,500,113500
2019-06-05 00:00:00,Mumbai,1 BHK Flat,Gokuldham CHS,T59479640,1,1,Power of Attorney,Residential Apartment,East,Furnished,0-1 Year Old Property,228,,500,114000
2019-01-15 00:00:00,Mumbai,2 BHK Flat,Mayfair Hillcrest,B68441762,2,1,Freehold,Studio Apartment,North,Unfurnished,0-1 Year Old Property,229,,500,114500
2019-02-26 00:00:00,Mumbai,5 BHK Flat,Royal Palms Ruby Isle,G69290352,5,4,Leasehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,230,,500,115000
2019-03-29 00:00:00,Mumbai,2 BHK Flat,Niyaara Building,A64460246,2,1,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,231,,500,115500
2019-08-08 00:00:00,Mumbai,3 BHK Flat,Shree Ram Heights,V71003852,3,3,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,235,,500,117500
2019-03-09 00:00:00,Secunderabad,3 BHK Flat,A1 Suite,V70646890,3,5,Freehold,Independent House/Villa,West,Unfurnished,0-1 Year Old Property,238,,500,119000
2017-07-27 00:00:00,Mumbai,3 BHK Flat,Kalyan Residency,Z70692052,3,5,Freehold,Studio Apartment,North,Furnished,0-1 Year Old Property,238,,500,119000
2018-02-20 00:00:00,Gurgaon,1 BHK Flat,Vatika India Next,R70784160,1,1,Freehold,Independent House/Villa,North-East,Unfurnished,1-5 Year Old Property,240,145833,145833,34999920
2018-01-12 00:00:00,Kolkata,2 BHK Flat,Haridevpur post office,S62088838,2,1,Leasehold,Residential Land,East,Furnished,0-1 Year Old Property,240,,500,120000
2019-03-25 00:00:00,Gurgaon,2 BHK Flat,Nirvana Country,L68259230,2,1,Freehold,Independent House/Villa,South-West,Furnished,10+ Year Old Property,240,312500,312500,75000000
2019-07-05 00:00:00,Mumbai,3 BHK Flat,Dosti Nest,C69584950,3,3,Leasehold,Residential Apartment,South-East,Semifurnished,0-1 Year Old Property,240,,500,120000
2019-09-16 00:00:00,Secunderabad,3 BHK Flat,A1 Suite,V70356940,3,5,Freehold,Residential Land,North-East,Furnished,0-1 Year Old Property,242,,500,121000
2019-02-01 00:00:00,Mumbai,2 BHK Flat,Shree Vasturachana Vrundavan,W69924752,2,1,Freehold,Studio Apartment,North,Furnished,0-1 Year Old Property,246,,500,123000
2019-05-16 00:00:00,Mumbai,4 BHK Flat,Dhanlaxmi Apartment,G65850644,4,2,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,249,,500,124500
2019-03-26 00:00:00,Secunderabad,1 BHK Flat,A1 Suite,G70849946,1,1,Freehold,Residential Land,East,Furnished,0-1 Year Old Property,250,,500,125000
2019-04-18 00:00:00,Mumbai,1 BHK Flat,Akruti Aneri,X70074506,1,1,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,250,,500,125000
2019-03-05 00:00:00,Mumbai,1 BHK Flat,Asmi Complex,T70381610,1,1,Leasehold,Studio Apartment,North,Unfurnished,0-1 Year Old Property,250,,500,125000
2018-01-31 00:00:00,Mumbai,1 BHK Flat,Deep City,O70129976,1,1,Freehold,Studio Apartment,North,Unfurnished,0-1 Year Old Property,250,,500,125000
2019-08-29 00:00:00,Mumbai,1 BHK Flat,Deepak Apartments,L70797162,1,1,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,250,,500,125000
2019-05-03 00:00:00,Mumbai,1 BHK Flat,Kailash Tower,T68245864,1,1,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,250,,500,125000
2019-04-05 00:00:00,Mumbai,1 BHK Flat,laxmi matunga east,L70796944,1,1,Leasehold,Residential Apartment,North,Semifurnished,0-1 Year Old Property,250,,500,125000
2018-01-05 00:00:00,Mumbai,1 BHK Flat,MIG,U70744950,1,1,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,250,,500,125000
2018-02-13 00:00:00,Kolkata,1 BHK Flat,New Life,U49719330,1,1,Leasehold,Residential Land,North,Furnished,10+ Year Old Property,250,,500,125000
2018-03-08 00:00:00,Kolkata,1 BHK Flat,New Life,C56282300,1,1,Leasehold,Residential Land,North-East,Furnished,10+ Year Old Property,250,,500,125000
2018-07-30 00:00:00,Kolkata,1 BHK Flat,New Life,V70482252,1,1,Leasehold,Residential Land,North,Semifurnished,10+ Year Old Property,250,,500,125000
2018-04-10 00:00:00,Kolkata,1 BHK Flat,New Town Mridha Market,A71132456,1,1,Leasehold,Residential Land,North,Furnished,0-1 Year Old Property,250,,500,125000
2019-04-16 00:00:00,Mumbai,1 BHK Flat,Sagar City Indian Ocean C and D,D60114290,1,1,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,250,,500,125000
2019-04-30 00:00:00,Mumbai,1 BHK Flat,Samarth Building Co Op HSG Society,Z69106050,1,1,Freehold,Studio Apartment,North,Furnished,0-1 Year Old Property,250,,500,125000
2019-05-04 00:00:00,Mumbai,1 BHK Flat,Shree Sai Sapphire,T67181992,1,1,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,250,,500,125000
2019-05-23 00:00:00,Mumbai,1 BHK Flat,Silver Star apartment,C49071923,1,1,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,250,,500,125000
2019-01-31 00:00:00,Mumbai,1 BHK Flat,Stambh Tirth,Q66178270,1,1,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,250,,500,125000
2018-07-05 00:00:00,Kolkata,1 BHK Flat,tollygunge,C70924642,1,1,Leasehold,Residential Land,South-West,Furnished,1-5 Year Old Property,250,,500,125000
2018-02-13 00:00:00,Kolkata,2 BHK Flat,Amrapali Susama,B70515696,2,1,Leasehold,Residential Land,South,Semifurnished,5-10 Year Old Property,250,,500,125000
2019-01-18 00:00:00,Mumbai,2 BHK Flat,Dosti Imperia,T69453742,2,1,Leasehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,250,,500,125000
2019-07-26 00:00:00,Mumbai,2 BHK Flat,Gautam Nagar CHS,B70071346,2,1,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,250,,500,125000
2019-01-26 00:00:00,Mumbai,2 BHK Flat,Jerome Apartment,W70389700,2,1,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,250,,500,125000
2018-08-21 00:00:00,Kolkata,2 BHK Flat,New Life,I70658636,2,1,Leasehold,Residential Land,North,Semifurnished,10+ Year Old Property,250,,500,125000
2019-02-12 00:00:00,Mumbai,2 BHK Flat,"Pundalik Villa, IIT Market, Powai",W62617160,2,1,Leasehold,Serviced Apartments,North,Furnished,0-1 Year Old Property,250,,500,125000
2022-05-13 00:00:00,Hyderabad,2 BHK Flat,Siyora Health City,H70153292,2,1,Freehold,Residential Land,North-East,Furnished,0-1 Year Old Property,250,,500,125000
2019-02-08 00:00:00,Mumbai,2 BHK Flat,vighnaharta society,F67396120,2,1,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,250,,500,125000
2019-02-07 00:00:00,Mumbai,3 BHK Flat,Vithu Mauli Building,A70665134,3,2,Leasehold,Residential Apartment,North-West,Semifurnished,0-1 Year Old Property,250,,500,125000
2019-01-19 00:00:00,Mumbai,4 BHK Flat,Jaycee Homes Bhagtani Pearl One,X67222478,4,2,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,250,,500,125000
2019-08-21 00:00:00,Mumbai,4 BHK Flat,Om Shiv Sai SRA,L69815530,4,2,Leasehold,Residential Apartment,South-East,Furnished,0-1 Year Old Property,250,,500,125000
2017-10-05 00:00:00,Mumbai,3 BHK Flat,Ahinsa co op housing society Ltd,O69532716,3,3,Co-operative Society,Studio Apartment,North-East,Unfurnished,0-1 Year Old Property,250,,500,125000
2017-12-08 00:00:00,Mumbai,3 BHK Flat,Moraj Residency Chs,L70044050,3,3,Co-operative Society,Studio Apartment,North-East,Semifurnished,0-1 Year Old Property,250,,500,125000
2019-03-26 00:00:00,Mumbai,3 BHK Flat,Neelkanth Indus Court,T70846568,3,3,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,250,,500,125000
2019-06-28 00:00:00,Mumbai,3 BHK Flat,Palm View Terrace,M31164723,3,3,Leasehold,Residential Apartment,North,Semifurnished,0-1 Year Old Property,250,,500,125000
2019-06-01 00:00:00,Mumbai,3 BHK Flat,Sea Side Apartment,W70645710,3,3,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,250,,500,125000
2019-08-17 00:00:00,Mumbai,4 BHK Flat,marine view building,D70225750,4,3,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,250,,500,125000
2017-08-22 00:00:00,Kolkata,4 BHK Flat,Santiniketan Apartments,F61790462,4,3,Leasehold,Residential Land,North,Semifurnished,5-10 Year Old Property,250,,500,125000
2019-02-27 00:00:00,Mumbai,5 BHK Flat,Aakash Darshan Chs,O69908850,5,3,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,250,,500,125000
2017-11-28 00:00:00,Kolkata,5 BHK Flat,New Life,F66827824,5,3,Leasehold,Residential Land,North,Semifurnished,5-10 Year Old Property,250,,500,125000
2017-02-02 00:00:00,Mumbai,4 BHK Flat,Adani Western Heights,J70309670,4,4,Leasehold,Residential Apartment,North,Unfurnished,0-1 Year Old Property,250,,500,125000
2019-07-22 00:00:00,Mumbai,4 BHK Flat,Ahoora Mahal,O40933703,4,4,Leasehold,Residential Apartment,North-East,Furnished,0-1 Year Old Property,250,,500,125000
2019-04-23 00:00:00,Mumbai,4 BHK Flat,Arihant Enclave Andheri East,P70184612,4,4,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,250,,500,125000
2019-07-26 00:00:00,Mumbai,4 BHK Flat,New Life,B67763944,4,4,Leasehold,Independent/Builder Floor,North,Furnished,0-1 Year Old Property,250,,500,125000
2019-04-05 00:00:00,Mumbai,5 BHK Flat,chandrakant koli chawl,K13803807,5,4,Leasehold,Independent House/Villa,North,Semifurnished,0-1 Year Old Property,250,,500,125000
2019-02-28 00:00:00,Mumbai,3 BHK Flat,Shaheed Bhagat Singh CHS,S56196230,3,5,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,250,,500,125000
2019-01-11 00:00:00,Mumbai,3 BHK Flat,Sharad Darshan PG House,Q70907072,3,5,Leasehold,Serviced Apartments,South,Semifurnished,0-1 Year Old Property,250,,500,125000
2018-04-17 00:00:00,Mumbai,4 BHK Flat,Bhoomi Abode,T70829794,4,5,Freehold,Studio Apartment,East,Unfurnished,0-1 Year Old Property,250,,500,125000
2017-12-20 00:00:00,Mumbai,4 BHK Flat,Chintamani,C70746274,4,5,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,250,,500,125000
2019-08-16 00:00:00,Mumbai,4 BHK Flat,Vijay Laxmi Sai Elegance,D67182102,4,5,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,250,,500,125000
2019-02-14 00:00:00,Mumbai,5 BHK Flat,Hanuman Nagar kandivali East,N70781986,5,5,Leasehold,Independent/Builder Floor,North,Semifurnished,0-1 Year Old Property,250,,500,125000
2018-03-15 00:00:00,Kolkata,5 BHK Flat,Hindustan Apartment,T64834488,5,5,Leasehold,Residential Land,North,Semifurnished,10+ Year Old Property,250,,500,125000
2019-02-08 00:00:00,Mumbai,5 BHK Flat,jay ganesh chs,Q67396002,5,5,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,250,,500,125000
2019-02-08 00:00:00,Mumbai,5 BHK Flat,Madhumahal,T69377700,5,5,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,250,,500,125000
2017-10-30 00:00:00,Kolkata,5 BHK Flat,New Life,I70631110,5,5,Leasehold,Residential Land,South,Furnished,5-10 Year Old Property,250,,500,125000
2019-03-01 00:00:00,Mumbai,5 BHK Flat,Nexus Park,S70354704,5,2,Freehold,Studio Apartment,North,Furnished,0-1 Year Old Property,252,,500,126000
2017-09-06 00:00:00,Mumbai,1 BHK Flat,Hiranandani  Solitaire,J69938314,1,1,Leasehold,Studio Apartment,East,Semifurnished,0-1 Year Old Property,255,,500,127500
2017-06-01 00:00:00,Kolkata,3 BHK Flat,Larica Garden Residence,U40629119,3,3,Freehold,Residential Land,South-West,Unfurnished,5-10 Year Old Property,255,,500,127500
2017-10-19 00:00:00,Mumbai,5 BHK Flat,Hiranandani  Solitaire,O69937794,5,3,Leasehold,Studio Apartment,East,Semifurnished,0-1 Year Old Property,255,,500,127500
2018-05-22 00:00:00,Mumbai,4 BHK Flat,Hiranandani Solitaire A,A70331092,4,5,Leasehold,Studio Apartment,North,Semifurnished,0-1 Year Old Property,255,,500,127500
2018-04-26 00:00:00,Mumbai,2 BHK Flat,Hiranandani  Solitaire,H69188192,2,1,Leasehold,Studio Apartment,North-East,Furnished,0-1 Year Old Property,260,,500,130000
2018-06-07 00:00:00,Mumbai,2 BHK Flat,Hiranandani  Solitaire,R70725762,2,1,Leasehold,Studio Apartment,South,Semifurnished,0-1 Year Old Property,260,,500,130000
2017-10-25 00:00:00,Mumbai,5 BHK Flat,Vijay Apartments,V68852134,5,2,Leasehold,Studio Apartment,North-West,Unfurnished,0-1 Year Old Property,260,,500,130000
2018-01-18 00:00:00,Mumbai,3 BHK Flat,Rahul apartament,L70851694,3,4,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,260,,500,130000
2019-08-22 00:00:00,Mumbai,5 BHK Flat,Shivshahi Prakalp,H69338912,5,4,Leasehold,Studio Apartment,North,Semifurnished,0-1 Year Old Property,260,,500,130000
2019-08-15 00:00:00,Mumbai,1 BHK Flat,Jindal Avenue,C70319366,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,261,,500,130500
2019-02-01 00:00:00,Mumbai,4 BHK Flat,Jindal Avenue,J70281460,4,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,261,,500,130500
2018-07-03 00:00:00,Mumbai,2 BHK Flat,Hiranandani  Solitaire,D70332042,2,1,Leasehold,Studio Apartment,South,Furnished,0-1 Year Old Property,262,,500,131000
2019-04-26 00:00:00,Mumbai,3 BHK Flat,Hiranandani  Solitaire,D70331984,3,2,Co-operative Society,Studio Apartment,South,Furnished,0-1 Year Old Property,262,,500,131000
2019-01-31 00:00:00,Mumbai,1 BHK Flat,Hiranandani  Solitaire,K70177576,1,1,Leasehold,Studio Apartment,West,Semifurnished,0-1 Year Old Property,263,,500,131500
2018-03-14 00:00:00,Mumbai,5 BHK Flat,Hiranandani  Solitaire,I70953104,5,3,Leasehold,Studio Apartment,North-East,Semifurnished,0-1 Year Old Property,263,,500,131500
2018-08-09 00:00:00,Mumbai,3 BHK Flat,Hiranandani  Solitaire,I70300916,3,5,Leasehold,Studio Apartment,South-West,Semifurnished,0-1 Year Old Property,263,,500,131500
2019-02-22 00:00:00,Mumbai,3 BHK Flat,Oscar Diamond,P70936130,3,4,Leasehold,Residential Apartment,West,Furnished,0-1 Year Old Property,265,,500,132500
2019-02-02 00:00:00,Mumbai,5 BHK Flat,Shree Samartha Co.Op.Hsg Society,Q68464124,5,4,Co-operative Society,Studio Apartment,South,Unfurnished,0-1 Year Old Property,265,,500,132500
2018-01-26 00:00:00,Gurgaon,5 BHK Flat,Ansal Sushant Residency,M70931608,5,5,Freehold,Independent/Builder Floor,East,Semifurnished,0-1 Year Old Property,265,66037,66037,17499805
2018-01-18 00:00:00,Mumbai,4 BHK Flat,Tirumala Estate,X66603890,4,4,Freehold,Studio Apartment,North,Unfurnished,0-1 Year Old Property,266,,500,133000
2017-11-30 00:00:00,Mumbai,2 BHK Flat,New Life,O69898784,2,1,Leasehold,Independent House/Villa,North,Unfurnished,0-1 Year Old Property,269,,500,134500
2019-04-04 00:00:00,Mumbai,3 BHK Flat,Om Shree Jai Ambe CHS,O68191618,3,5,Leasehold,Residential Apartment,South-West,Unfurnished,0-1 Year Old Property,269,,500,134500
2018-06-29 00:00:00,Mumbai,1 BHK Flat,Hiranandani  Solitaire,A70282428,1,1,Leasehold,Studio Apartment,North-East,Furnished,0-1 Year Old Property,270,,500,135000
